id,Tipus,tp,tb,tt
875,BEBB,3625,1146,4771
876,BEBB,3520,1312,4832
877,BEBB,3117,1543,4660
878,BEBB,3360,1014,4374
879,BEBB,3615,1228,4843
880,BEBB,3971,1592,5563
881,BEBB,3284,1461,4744
882,BEBB,3764,1423,5187
883,BEBB,3040,1645,4685
884,BEBB,3102,1336,4439
885,BEBB,3226,1266,4492
886,BEBB,3099,1743,4842
887,BEBB,3131,1725,4856
888,BEBB,2977,1752,4729
889,BEBB,3150,1649,4799
890,BEBB,3189,1540,4729
891,BEBB,3473,1339,4811
892,BEBB,2876,1440,4316
893,BEBB,3574,982,4556
894,BEBB,3304,1657,4960
895,BEBB,3474,1244,4718
896,BEBB,3333,1140,4473
897,BEBB,3540,1242,4782
898,BEBB,3358,1487,4844
899,BEBB,3220,1581,4801
900,BEBB,2983,1510,4493
901,BEBB,3365,1399,4764
902,BEBB,2630,1177,3807
903,BEBB,3360,1608,4968
904,BEBB,3210,1560,4770
905,BEBB,3626,1165,4791
906,BEBB,3356,1288,4644
907,BEBB,3222,1634,4856
908,BEBB,3162,1825,4987
909,BEBB,3389,1783,5172
910,BEBB,3089,1559,4648
911,BEBB,2784,977,3761
912,BEBB,3504,1777,5281
913,BEBB,3111,1551,4662
914,BEBB,3994,1132,5126
915,BEBB,3163,1098,4261
916,BEBB,2743,1602,4345
917,BEBB,3030,1353,4382
918,BEBB,3629,1786,5415
919,BEBB,3399,1451,4850
920,BEBB,2983,1352,4335
921,BEBB,3116,1083,4200
922,BEBB,2871,1513,4384
923,BEBB,3313,1525,4838
924,BEBB,3204,1767,4971
925,BEBB,2793,1014,3807
926,BEBB,3365,1345,4710
927,BEBB,3135,1220,4355
928,BEBB,3404,1864,5269
929,BEBB,3315,1272,4587
930,BEBB,3341,1905,5246
931,BEBB,3124,1390,4514
932,BEBB,3069,1560,4629
933,BEBB,3150,1406,4556
934,BEBB,2750,1748,4498
935,BEBB,2945,1002,3947
936,BEBB,3186,1049,4235
937,BEBB,3661,1438,5099
938,BEBB,3148,981,4129
939,BEBB,3610,1709,5319
940,BEBB,2801,1076,3877
941,BEBB,3521,1723,5244
942,BEBB,3043,1585,4627
943,BEBB,3095,1671,4766
944,BEBB,3621,1239,4860
945,BEBB,3410,1779,5189
946,BEBB,3299,1275,4574
947,BEBB,3388,1529,4917
948,BEBB,3246,1388,4634
949,BEBB,3100,1690,4790
950,BEBB,3117,1218,4335
951,BEBB,3246,1729,4975
952,BEBB,3099,1105,4204
953,BEBB,3402,1576,4978
954,BEBB,3171,1046,4217
955,BEBB,3524,1731,5255
956,BEBB,3325,1902,5227
957,BEBB,3526,1230,4756
958,BEBB,3233,1158,4391
959,BEBB,3328,1620,4948
960,BEBB,3232,1934,5166
961,BEBB,2880,1087,3968
962,BEBB,3184,1771,4955
963,BEBB,3077,1851,4928
964,BEBB,3410,1338,4748
965,BEBB,3124,1062,4186
966,BEBB,3281,1324,4606
967,BEBB,3126,1526,4652
968,BEBB,3500,1601,5101
969,BEBB,3847,1477,5324
970,BEBB,3378,1097,4475
971,BEBB,3015,1797,4812
972,BEBB,3264,1444,4708
973,BEBB,3258,1511,4769
974,BEBB,2743,1402,4145
975,BEBB,2984,1509,4493
976,BEBB,3528,1392,4920
977,BEBB,3142,1530,4672
978,BEBB,3332,1281,4613
979,BEBB,3843,1408,5251
980,BEBB,3274,1499,4774
981,BEBB,3247,955,4203
982,BEBB,3484,1331,4816
983,BEBB,3649,1305,4954
984,BEBB,3735,1488,5223
985,BEBB,3069,1341,4411
986,BEBB,3228,1110,4338
987,BEBB,3521,1578,5099
988,BEBB,3372,1427,4799
989,BEBB,3880,1285,5165
990,BEBB,3041,1533,4574
991,BEBB,3486,1305,4790
992,BEBB,2859,1382,4241
993,BEBB,3269,1654,4923
994,BEBB,3757,1467,5224
995,BEBB,3475,1411,4886
996,BEBB,2997,1484,4481
997,BEBB,3097,1205,4302
998,BEBB,2795,1131,3926
999,BEBB,3273,1168,4441
1000,BEBB,3493,1180,4673
1001,BEMB,2979,2699,5677
1002,BEMB,3515,2531,6045
1003,BEMB,2960,2325,5285
1004,BEMB,3500,2269,5769
1005,BEMB,3088,2220,5308
1006,BEMB,3146,2299,5445
1007,BEMB,3667,2153,5820
1008,BEMB,3389,2208,5598
1009,BEMB,3137,2367,5504
1010,BEMB,3242,2137,5379
1011,BEMB,3010,2130,5140
1012,BEMB,3454,1832,5286
1013,BEMB,3543,2166,5709
1014,BEMB,3386,2375,5761
1015,BEMB,3507,1749,5255
1016,BEMB,3334,2298,5632
1017,BEMB,3045,1716,4761
1018,BEMB,3611,2159,5770
1019,BEMB,3046,2263,5309
1020,BEMB,3304,2147,5451
1021,BEMB,3391,1677,5068
1022,BEMB,3847,2097,5943
1023,BEMB,2990,2547,5537
1024,BEMB,3089,2350,5439
1025,BEMB,3363,1674,5038
1026,BEMB,3152,2046,5198
1027,BEMB,3135,2177,5311
1028,BEMB,3214,2211,5424
1029,BEMB,3086,1941,5028
1030,BEMB,3198,2244,5442
1031,BEMB,3144,2348,5492
1032,BEMB,2734,2303,5037
1033,BEMB,3726,2193,5919
1034,BEMB,2956,1797,4752
1035,BEMB,2946,2025,4971
1036,BEMB,3255,2169,5424
1037,BEMB,3258,1951,5210
1038,BEMB,2918,2282,5200
1039,BEMB,3656,2182,5838
1040,BEMB,3002,2139,5141
1041,BEMB,3374,2006,5380
1042,BEMB,3751,1956,5707
1043,BEMB,3311,1890,5201
1044,BEMB,3364,2292,5657
1045,BEMB,3510,1984,5495
1046,BEMB,3380,2282,5662
1047,BEMB,3199,2417,5616
1048,BEMB,3844,2405,6249
1049,BEMB,3176,1957,5133
1050,BEMB,3443,2280,5722
1051,BEMB,3264,2295,5559
1052,BEMB,3178,2000,5178
1053,BEMB,3569,2432,6001
1054,BEMB,3225,2411,5636
1055,BEMB,3276,1808,5084
1056,BEMB,3145,2059,5204
1057,BEMB,3404,2209,5614
1058,BEMB,3249,2220,5469
1059,BEMB,3010,2625,5635
1060,BEMB,3120,2187,5308
1061,BEMB,3699,2335,6034
1062,BEMB,3366,1896,5262
1063,BEMB,3128,1994,5122
1064,BEMB,3087,1934,5022
1065,BEMB,3212,1998,5210
1066,BEMB,3048,1763,4811
1067,BEMB,3203,1858,5061
1068,BEMB,3420,1881,5301
1069,BEMB,3003,2284,5287
1070,BEMB,2863,2549,5411
1071,BEMB,3545,2119,5664
1072,BEMB,3220,2199,5419
1073,BEMB,2826,2441,5267
1074,BEMB,3426,2137,5563
1075,BEMB,3104,2394,5498
1076,BEMB,3572,2532,6104
1077,BEMB,3129,2696,5825
1078,BEMB,3046,1832,4878
1079,BEMB,3007,1981,4988
1080,BEMB,3288,1799,5087
1081,BEMB,3238,2166,5404
1082,BEMB,3112,2177,5289
1083,BEMB,3373,2016,5389
1084,BEMB,3450,2720,6171
1085,BEMB,3241,2346,5587
1086,BEMB,3073,2312,5385
1087,BEMB,3126,2064,5190
1088,BEMB,3337,2112,5449
1089,BEMB,3514,2578,6092
1090,BEMB,2998,2284,5283
1091,BEMB,3399,1973,5371
1092,BEMB,3061,2011,5071
1093,BEMB,3165,2380,5546
1094,BEMB,3123,2193,5316
1095,BEMB,3017,2098,5116
1096,BEMB,3327,2311,5638
1097,BEMB,3493,2160,5653
1098,BEMB,3088,2240,5328
1099,BEMB,3311,1747,5058
1100,BEMB,3205,2003,5208
1101,BEMB,3105,1906,5011
1102,BEMB,2935,2268,5203
1103,BEMB,3339,2038,5377
1104,BEMB,3058,1671,4729
1105,BEMB,3239,2050,5290
1106,BEMB,3422,2246,5669
1107,BEMB,3096,2970,6066
1108,BEMB,3045,2205,5250
1109,BEMB,3519,2486,6005
1110,BEMB,3340,2120,5459
1111,BEMB,3111,2173,5284
1112,BEMB,3502,1627,5129
1113,BEMB,3005,2149,5154
1114,BEMB,3293,2669,5961
1115,BEMB,3390,1919,5309
1116,BEMB,3312,2393,5704
1117,BEMB,3589,2325,5915
1118,BEMB,3091,1823,4914
1119,BEMB,3038,2475,5513
1120,BEMB,2954,1970,4924
1121,BEMB,2942,1997,4939
1122,BEMB,3169,2472,5641
1123,BEMB,3194,2409,5604
1124,BEMB,3059,2325,5384
1125,BEMB,3350,1881,5231
1126,BEMB,3275,1981,5255
1127,BEMB,3072,1884,4956
1128,BEMB,3449,2389,5838
1129,BEMB,3438,2660,6098
1130,BEMB,3185,2420,5605
1131,BEMB,3486,1843,5329
1132,BEMB,3508,2409,5916
1133,BEMB,3323,2280,5603
1134,BEMB,3224,2017,5240
1135,BEMB,3570,2374,5944
1136,BEMB,3311,2315,5626
1137,BEMB,3645,1796,5441
1138,BEMB,3162,1975,5137
1139,BEMB,3856,2107,5963
1140,BEMB,3635,1964,5599
1141,BEMB,3100,2696,5796
1142,BEMB,2739,1893,4632
1143,BEMB,3626,1659,5285
1144,BEMB,3391,2185,5577
1145,BEMB,3052,2161,5213
1146,BEMB,3052,1740,4792
1147,BEMB,2931,2271,5202
1148,BEMB,3220,2125,5346
1149,BEMB,3057,1956,5014
1150,BEMB,3265,2201,5467
1151,BEMB,3332,1730,5062
1152,BEMB,2931,2344,5275
1153,BEMB,3272,2161,5433
1154,BEMB,3293,2188,5481
1155,BEMB,3137,2360,5497
1156,BEMB,3398,1985,5383
1157,BEMB,3487,1977,5464
1158,BEMB,3149,2413,5561
1159,BEMB,3197,2159,5357
1160,BEMB,3133,2537,5670
1161,BEMB,3306,2468,5774
1162,BEMB,3094,2265,5359
1163,BEMB,3244,2043,5287
1164,BEMB,2977,2188,5166
1165,BEMB,3463,2201,5664
1166,BEMB,3182,2046,5227
1167,BEMB,3189,2194,5382
1168,BEMB,3065,1662,4726
1169,BEMB,3124,1581,4705
1170,BEMB,3124,2463,5587
1171,BEMB,2867,2477,5344
1172,BEMB,3431,2099,5530
1173,BEMB,3437,2278,5714
1174,BEMB,3625,2184,5809
1175,BEMB,3365,2222,5586
1176,BEMB,3539,2533,6071
1177,BEMB,3085,2213,5298
1178,BEMB,3365,2282,5647
1179,BEMB,3350,2147,5497
1180,BEMB,3320,1825,5145
1181,BEMB,3033,2348,5381
1182,BEMB,3176,2079,5255
1183,BEMB,3048,1760,4809
1184,BEMB,3717,2343,6061
1185,BEMB,3552,2202,5754
1186,BEMB,3316,2298,5614
1187,BEMB,3120,2323,5443
1188,BEMB,3702,2651,6353
1189,BEMB,3029,2316,5346
1190,BEMB,3698,1899,5597
1191,BEMB,2804,2064,4868
1192,BEMB,3063,1935,4997
1193,BEMB,3395,1897,5293
1194,BEMB,3125,2219,5345
1195,BEMB,3315,1961,5276
1196,BEMB,3228,2285,5513
1197,BEMB,2757,2506,5263
1198,BEMB,3786,2187,5972
1199,BEMB,3458,2092,5550
1200,BEMB,3270,2256,5525
1201,BEMB,3037,2318,5355
1202,BEMB,3147,2222,5369
1203,BEMB,2697,2306,5003
1204,BEMB,3614,2376,5990
1205,BEMB,3162,2197,5359
1206,BEMB,3095,1988,5083
1207,BEMB,3086,1884,4971
1208,BEMB,3212,2195,5407
1209,BEMB,3287,2193,5480
1210,BEMB,3456,2399,5855
1211,BEMB,3394,2235,5630
1212,BEMB,3439,2253,5693
1213,BEMB,3099,2136,5236
1214,BEMB,3280,2047,5327
1215,BEMB,2961,2232,5193
1216,BEMB,3330,2330,5660
1217,BEMB,3139,2364,5504
1218,BEMB,3272,1738,5009
1219,BEMB,3411,2257,5668
1220,BEMB,3103,2083,5186
1221,BEMB,3503,2121,5624
1222,BEMB,3371,1863,5235
1223,BEMB,3287,1812,5098
1224,BEMB,3495,2218,5713
1225,BEMB,3011,2190,5201
1226,BEMB,2990,2069,5059
1227,BEMB,3021,2297,5318
1228,BEMB,3372,2396,5768
1229,BEMB,3054,2047,5101
1230,BEMB,3071,2434,5505
1231,BEMB,3727,2570,6297
1232,BEMB,2960,2320,5280
1233,BEMB,2875,2375,5250
1234,BEMB,3167,1760,4927
1235,BEMB,3161,2341,5502
1236,BEMB,3534,2263,5797
1237,BEMB,3333,2483,5815
1238,BEMB,3162,1932,5094
1239,BEMB,3123,2101,5224
1240,BEMB,3334,2377,5711
1241,BEMB,3307,2165,5473
1242,BEMB,3020,2190,5210
1243,BEMB,3271,2627,5898
1244,BEMB,3405,2037,5442
1245,BEMB,2835,2069,4904
1246,BEMB,3053,2376,5429
1247,BEMB,3367,1874,5240
1248,BEMB,3494,2507,6000
1249,BEMB,3192,2414,5606
1250,BEMB,3158,2261,5418
1251,BEMB,3056,1987,5042
1252,BEMB,3364,2166,5531
1253,BEMB,3648,2349,5997
1254,BEMB,3156,2275,5431
1255,BEMB,3330,2150,5480
1256,BEMB,3209,2241,5450
1257,BEMB,3262,2227,5490
1258,BEMB,3427,2396,5823
1259,BEMB,3091,1823,4914
1260,BEMB,3131,2009,5140
1261,BEMB,3062,2341,5402
1262,BEMB,3179,1766,4944
1263,BEMB,3113,2393,5507
1264,BEMB,3028,2130,5158
1265,BEMB,3605,2180,5785
1266,BEMB,3111,2260,5370
1267,BEMB,3210,1891,5101
1268,BEMB,3070,2254,5324
1269,BEMB,3211,2440,5651
1270,BEMB,3346,2025,5371
1271,BEMB,3244,2286,5530
1272,BEMB,3625,1999,5624
1273,BEMB,3079,2008,5087
1274,BEMB,3165,2357,5522
1275,BEMB,3295,1726,5020
1276,BEMB,3305,1875,5181
1277,BEMB,2801,2307,5108
1278,BEMB,3398,1745,5144
1279,BEMB,2982,2049,5031
1280,BEMB,3089,2151,5240
1281,BEMB,3777,2543,6320
1282,BEMB,3312,2400,5712
1283,BEMB,3134,2069,5203
1284,BEMB,3266,2266,5532
1285,BEMB,3479,2331,5810
1286,BEMB,3159,2159,5318
1287,BEMB,3534,2023,5556
1288,BEMB,3181,1783,4964
1289,BEMB,3799,2077,5876
1290,BEMB,3032,2069,5101
1291,BEMB,2905,2284,5189
1292,BEMB,3334,1889,5223
1293,BEMB,3292,2299,5592
1294,BEMB,3203,2159,5362
1295,BEMB,3893,1869,5763
1296,BEMB,3212,2174,5386
1297,BEMB,3119,2038,5157
1298,BEMB,2904,2257,5161
1299,BEMB,3604,2254,5858
1300,BEMB,3081,2047,5128
1301,BEMB,3085,2105,5190
1302,BEMB,3471,2253,5724
1303,BEMB,3480,2555,6035
1304,BEMB,3222,1961,5182
1305,BEMB,3227,2315,5543
1306,BEMB,3046,2898,5945
1307,BEMB,3498,2339,5837
1308,BEMB,3341,2412,5754
1309,BEMB,2987,2037,5024
1310,BEMB,3228,1953,5181
1311,BEMB,2921,2331,5251
1312,BEMB,3415,2249,5663
1313,BEMB,3520,1866,5387
1314,BEMB,3276,1750,5026
1315,BEMB,3607,1890,5497
1316,BEMB,3579,2193,5772
1317,BEMB,2928,2182,5110
1318,BEMB,3597,2162,5759
1319,BEMB,3363,1578,4940
1320,BEMB,3002,2527,5529
1321,BEMB,3352,2117,5469
1322,BEMB,3510,2317,5827
1323,BEMB,3443,2583,6025
1324,BEMB,3523,2091,5614
1325,BEMB,3418,2190,5608
1326,BEMB,3383,2619,6002
1327,BEMB,3217,2156,5373
1328,BEMB,3303,2109,5412
1329,BEMB,3211,2354,5565
1330,BEMB,3161,2034,5195
1331,BEMB,3223,2076,5299
1332,BEMB,3495,2425,5919
1333,BEMB,2544,2433,4977
1334,BEMB,3397,2065,5462
1335,BEMB,3335,2081,5416
1336,BEMB,3401,2210,5611
1337,BEMB,2922,2005,4926
1338,BEMB,3464,2051,5515
1339,BEMB,3182,2312,5495
1340,BEMB,3678,2293,5970
1341,BEMB,3415,2143,5558
1342,BEMB,2954,2536,5491
1343,BEMB,3486,1959,5445
1344,BEMB,3110,2616,5726
1345,BEMB,3163,2163,5326
1346,BEMB,3672,2193,5865
1347,BEMB,3476,2170,5646
1348,BEMB,3529,1709,5239
1349,BEMB,3202,2018,5219
1350,BEMB,3610,2408,6018
1351,BEMB,3193,2027,5220
1352,BEMB,3404,2042,5446
1353,BEMB,3303,2193,5496
1354,BEMB,3756,2238,5995
1355,BEMB,3326,2140,5466
1356,BEMB,3007,2083,5090
1357,BEMB,3415,2217,5632
1358,BEMB,3090,1989,5079
1359,BEMB,3196,2037,5233
1360,BEMB,3498,1832,5330
1361,BEMB,3381,2513,5894
1362,BEMB,3355,2030,5385
1363,BEMB,3351,2314,5666
1364,BEMB,2880,2474,5354
1365,BEMB,3081,2147,5227
1366,BEMB,3402,2226,5628
1367,BEMB,3029,2489,5518
1368,BEMB,2896,2300,5197
1369,BEMB,3347,2241,5589
1370,BEMB,3098,2105,5203
1371,BEMB,2836,1930,4766
1372,BEMB,2996,1678,4674
1373,BEMB,3265,2155,5420
1374,BEMB,2994,2319,5313
1375,BEMB,3689,1818,5507
1376,BEMB,3314,2040,5353
1377,BEMB,3292,2067,5359
1378,BEMB,3035,2563,5599
1379,BEMB,3322,2125,5447
1380,BEMB,2606,2202,4808
1381,BEMB,3081,2020,5101
1382,BEMB,2951,2028,4979
1383,BEMB,3400,1999,5400
1384,BEMB,3110,2315,5425
1385,BEMB,2862,2484,5345
1386,BEMB,3155,2174,5329
1387,BEMB,3245,2549,5794
1388,BEMB,2689,2085,4774
1389,BEMB,3053,2628,5682
1390,BEMB,3274,2023,5297
1391,BEMB,3322,1828,5150
1392,BEMB,2886,2073,4959
1393,BEMB,3231,2217,5447
1394,BEMB,3158,2379,5537
1395,BEMB,3146,2161,5307
1396,BEMB,3144,1904,5048
1397,BEMB,3091,2370,5460
1398,BEMB,3243,1940,5183
1399,BEMB,3322,2130,5452
1400,BEMB,3377,1924,5301
1401,BEMB,3135,1775,4910
1402,BEMB,3297,2195,5492
1403,BEMB,3159,2288,5447
1404,BEMB,3113,1996,5109
1405,BEMB,3524,2020,5544
1406,BEMB,3579,2047,5627
1407,BEMB,3484,2105,5589
1408,BEMB,2711,2245,4956
1409,BEMB,3123,2450,5574
1410,BEMB,3457,2098,5555
1411,BEMB,3374,2169,5543
1412,BEMB,3095,2187,5282
1413,BEMB,3113,2114,5227
1414,BEMB,3629,2232,5861
1415,BEMB,2927,2313,5241
1416,BEMB,3003,1984,4987
1417,BEMB,3074,2268,5342
1418,BEMB,3114,2324,5438
1419,BEMB,3508,2103,5610
1420,BEMB,2829,2324,5153
1421,BEMB,3047,1995,5042
1422,BEMB,3670,2169,5839
1423,BEMB,3415,1789,5204
1424,BEMB,3299,1938,5238
1425,BEMB,3131,1807,4937
1426,BEMB,3133,2267,5399
1427,BEMB,3414,1853,5267
1428,BEMB,3278,2494,5772
1429,BEMB,3211,2463,5674
1430,BEMB,3203,2489,5692
1431,BEMB,3519,2011,5530
1432,BEMB,3205,2218,5423
1433,BEMB,3441,1850,5291
1434,BEMB,3449,2078,5528
1435,BEMB,3115,2162,5278
1436,BEMB,3117,1830,4946
1437,BEMB,3509,2601,6110
1438,BEMB,2883,2196,5079
1439,BEMB,3175,1681,4856
1440,BEMB,3239,2323,5562
1441,BEMB,3186,2137,5324
1442,BEMB,3577,2482,6060
1443,BEMB,3289,2045,5334
1444,BEMB,3108,2010,5119
1445,BEMB,3432,1790,5222
1446,BEMB,3211,2052,5263
1447,BEMB,3038,1623,4661
1448,BEMB,3279,2057,5336
1449,BEMB,3383,2251,5634
1450,BEMB,3468,1995,5463
1451,BEMB,2749,1631,4380
1452,BEMB,3132,2296,5428
1453,BEMB,3327,1525,4852
1454,BEMB,3214,1964,5178
1455,BEMB,3521,2328,5849
1456,BEMB,3663,1906,5569
1457,BEMB,3174,2247,5421
1458,BEMB,3463,2448,5912
1459,BEMB,2994,1666,4660
1460,BEMB,2927,2346,5273
1461,BEMB,3690,1969,5659
1462,BEMB,3152,2268,5420
1463,BEMB,3507,2257,5764
1464,BEMB,3188,2022,5209
1465,BEMB,2961,2211,5172
1466,BEMB,3156,2038,5194
1467,BEMB,3237,2052,5289
1468,BEMB,3392,2278,5670
1469,BEMB,3084,2129,5213
1470,BEMB,3083,2479,5562
1471,BEMB,3080,2387,5467
1472,BEMB,3371,2039,5411
1473,BEMB,3070,2251,5321
1474,BEMB,3389,1975,5364
1475,BEMB,3404,2373,5777
1476,BEMB,3279,2078,5357
1477,BEMB,3057,2023,5080
1478,BEMB,3062,1971,5034
1479,BEMB,2829,2370,5199
1480,BEMB,3633,1784,5417
1481,BEMB,3575,2483,6058
1482,BEMB,3402,2371,5772
1483,BEMB,3057,2560,5617
1484,BEMB,2775,2131,4906
1485,BEMB,3545,1793,5337
1486,BEMB,2989,2070,5058
1487,BEMB,3214,2148,5362
1488,BEMB,3301,2014,5315
1489,BEMB,3069,2045,5114
1490,BEMB,3473,1879,5352
1491,BEMB,2963,2369,5332
1492,BEMB,3089,2406,5495
1493,BEMB,3158,2149,5307
1494,BEMB,3653,2432,6085
1495,BEMB,3576,2003,5578
1496,BEMB,3167,2315,5483
1497,BEMB,3153,2484,5637
1498,BEMB,3333,1913,5246
1499,BEMB,3291,2132,5423
1500,BEMB,3289,2326,5615
1501,BEMB,2892,2481,5373
1502,BEMB,3169,2233,5402
1503,BEMB,3283,2501,5784
1504,BEMB,3400,2236,5636
1505,BEMB,3249,1791,5039
1506,BEMB,2793,1954,4747
1507,BEMB,3209,2156,5365
1508,BEMB,3076,2202,5278
1509,BEMB,3524,2110,5634
1510,BEMB,3337,1741,5078
1511,BEMB,2763,2094,4857
1512,BEMB,3422,2094,5516
1513,BEMB,3018,2458,5475
1514,BEMB,3187,2131,5318
1515,BEMB,2934,2177,5111
1516,BEMB,3565,1954,5519
1517,BEMB,3894,2494,6387
1518,BEMB,3690,2165,5854
1519,BEMB,3106,1956,5062
1520,BEMB,3235,1833,5068
1521,BEMB,2570,2110,4680
1522,BEMB,3153,2171,5324
1523,BEMB,3175,2275,5451
1524,BEMB,2860,1799,4659
1525,BEMB,2741,2471,5212
1526,BEMB,3606,2465,6071
1527,BEMB,3264,2277,5541
1528,BEMB,3349,2350,5699
1529,BEMB,3422,2094,5516
1530,BEMB,2883,2036,4919
1531,BEMB,3186,2350,5537
1532,BEMB,3137,1918,5055
1533,BEMB,2954,1959,4914
1534,BEMB,3312,2061,5373
1535,BEMB,3512,2129,5642
1536,BEMB,3332,2159,5491
1537,BEMB,3551,2026,5577
1538,BEMB,3012,2238,5249
1539,BEMB,2972,1987,4959
1540,BEMB,3095,2648,5742
1541,BEMB,3274,2034,5308
1542,BEMB,2779,2046,4825
1543,BEMB,3220,1949,5169
1544,BEMB,3267,2075,5342
1545,BEMB,3319,1987,5306
1546,BEMB,3088,2442,5530
1547,BEMB,3354,2162,5515
1548,BEMB,3419,2232,5651
1549,BEMB,3012,2382,5394
1550,BEMB,3069,1887,4956
1551,BEMB,2943,2534,5478
1552,BEMB,2949,2161,5110
1553,BEMB,3640,2080,5720
1554,BEMB,3207,2428,5635
1555,BEMB,3357,2631,5988
1556,BEMB,3226,2363,5588
1557,BEMB,3066,2060,5126
1558,BEMB,3546,1702,5248
1559,BEMB,3102,2232,5334
1560,BEMB,3282,2100,5381
1561,BEMB,3486,1707,5193
1562,BEMB,3173,2341,5514
1563,BEMB,2873,2225,5098
1564,BEMB,3416,2299,5715
1565,BEMB,3143,2032,5175
1566,BEMB,3321,2183,5503
1567,BEMB,3352,1796,5148
1568,BEMB,3774,2345,6119
1569,BEMB,3183,1895,5078
1570,BEMB,3088,1904,4992
1571,BEMB,3084,1968,5052
1572,BEMB,3342,2247,5589
1573,BEMB,3202,2107,5309
1574,BEMB,2933,1899,4832
1575,BEMB,2938,2052,4990
1576,BEMB,3184,2765,5949
1577,BEMB,3588,2654,6242
1578,BEMB,3183,2168,5351
1579,BEMB,3213,2244,5458
1580,BEMB,3326,2171,5497
1581,BEMB,3144,2243,5387
1582,BEMB,3476,2183,5659
1583,BEMB,3603,2232,5836
1584,BEMB,3598,2279,5877
1585,BEMB,3174,2076,5250
1586,BEMB,2866,2123,4989
1587,BEMB,3241,2152,5394
1588,BEMB,3211,2047,5258
1589,BEMB,3131,2431,5563
1590,BEMB,3336,1944,5280
1591,BEMB,3036,1787,4822
1592,BEMB,3104,2496,5600
1593,BEMB,3545,1960,5505
1594,BEMB,2806,2183,4989
1595,BEMB,3941,2244,6185
1596,BEMB,3160,2164,5324
1597,BEMB,3486,2182,5667
1598,BEMB,2638,2045,4683
1599,BEMB,3279,2108,5388
1600,BEMB,3545,1790,5335
1601,BEMB,3367,2069,5436
1602,BEMB,3022,1961,4983
1603,BEMB,3239,2177,5416
1604,BEMB,3331,2436,5767
1605,BEMB,3483,2507,5990
1606,BEMB,2921,2061,4982
1607,BEMB,3393,1971,5363
1608,BEMB,2989,2042,5031
1609,BEMB,3396,1894,5290
1610,BEMB,3514,2069,5583
1611,BEMB,3484,2201,5685
1612,BEMB,3393,2178,5571
1613,BEMB,3557,1831,5388
1614,BEMB,3209,2190,5399
1615,BEMB,3356,2319,5675
1616,BEMB,2941,2485,5426
1617,BEMB,3634,2805,6439
1618,BEMB,3020,2042,5062
1619,BEMB,2621,2336,4956
1620,BEMB,3308,1971,5279
1621,BEMB,3370,2108,5478
1622,BEMB,3011,2364,5375
1623,BEMB,3421,2271,5692
1624,BEMB,3050,2030,5081
1625,BEMB,3298,2050,5349
1626,BEMB,3351,1908,5259
1627,BEMB,3227,2291,5518
1628,BEMB,3357,2213,5570
1629,BEMB,3173,1978,5151
1630,BEMB,3032,2062,5094
1631,BEMB,2651,2413,5064
1632,BEMB,3051,2170,5221
1633,BEMB,3497,1846,5342
1634,BEMB,3111,2120,5231
1635,BEMB,3180,2134,5314
1636,BEMB,3064,2640,5704
1637,BEMB,3207,1917,5124
1638,BEMB,3278,2288,5565
1639,BEMB,2903,1803,4707
1640,BEMB,3344,2422,5766
1641,BEMB,3252,2166,5418
1642,BEMB,2732,2321,5053
1643,BEMB,3487,2444,5931
1644,BEMB,3101,2192,5293
1645,BEMB,3262,2054,5316
1646,BEMB,3055,2097,5151
1647,BEMB,2861,1863,4724
1648,BEMB,3397,2225,5621
1649,BEMB,3280,2077,5357
1650,BEMB,3515,2339,5853
1651,BEMB,3295,2093,5388
1652,BEMB,4087,2209,6295
1653,BEMB,3556,2301,5857
1654,BEMB,3247,2181,5428
1655,BEMB,3560,2330,5891
1656,BEMB,3444,2181,5625
1657,BEMB,3223,2019,5242
1658,BEMB,3322,2255,5577
1659,BEMB,3041,2231,5273
1660,BEMB,2904,2071,4974
1661,BEMB,3140,2218,5358
1662,BEMB,2969,2398,5367
1663,BEMB,3152,2400,5552
1664,BEMB,3410,2343,5753
1665,BEMB,3122,2045,5167
1666,BEMB,3298,2201,5499
1667,BEMB,3094,2469,5563
1668,BEMB,3298,2034,5333
1669,BEMB,3772,1465,5237
1670,BEMB,2879,1886,4764
1671,BEMB,3296,1944,5240
1672,BEMB,3241,2156,5397
1673,BEMB,3351,2103,5454
1674,BEMB,2981,2244,5225
1675,BEMB,3117,2588,5705
1676,BEMB,3259,2141,5401
1677,BEMB,3430,2377,5807
1678,BEMB,3428,1773,5201
1679,BEMB,2871,2306,5177
1680,BEMB,3294,2100,5394
1681,BEMB,3130,2411,5541
1682,BEMB,2857,2180,5037
1683,BEMB,3467,2259,5726
1684,BEMB,3059,1927,4985
1685,BEMB,2849,2088,4937
1686,BEMB,3314,2066,5380
1687,BEMB,3160,2163,5323
1688,BEMB,3233,2046,5279
1689,BEMB,3283,2125,5408
1690,BEMB,2974,1873,4847
1691,BEMB,3386,1905,5292
1692,BEMB,3053,2243,5296
1693,BEMB,3281,2093,5375
1694,BEMB,3025,2307,5332
1695,BEMB,3366,2046,5412
1696,BEMB,2722,1890,4612
1697,BEMB,3195,1867,5062
1698,BEMB,3104,1698,4802
1699,BEMB,3332,2153,5485
1700,BEMB,3364,2427,5791
1701,BEMB,3267,1673,4940
1702,BEMB,3047,2047,5095
1703,BEMB,3145,2110,5255
1704,BEMB,2951,2410,5361
